14:03:13.757 [commands] INFO  GenCommands - 13.751 5:3:8
14:37:29.242 [commands] INFO  GenCommands - 29.242 0:4:2
14:37:34.248 [commands] INFO  GenCommands - 34.248 0:6:6
14:37:39.249 [commands] INFO  GenCommands - 39.249 1:5:6
14:37:44.250 [commands] INFO  GenCommands - 44.250 4:1:1
14:37:49.261 [commands] INFO  GenCommands - 49.261 2:8:4
14:37:54.273 [commands] INFO  GenCommands - 54.273 1:7:1
14:37:59.280 [commands] INFO  GenCommands - 59.280 8:4:2
14:38:04.291 [commands] INFO  GenCommands - 04.291 2:6:8
14:38:09.296 [commands] INFO  GenCommands - 09.296 2:7:8
14:38:14.304 [commands] INFO  GenCommands - 14.304 8:4:2
14:38:19.311 [commands] INFO  GenCommands - 19.311 4:1:2
14:38:24.319 [commands] INFO  GenCommands - 24.319 3:2:5
14:38:29.322 [commands] INFO  GenCommands - 29.322 6:7:6
14:38:34.323 [commands] INFO  GenCommands - 34.323 4:0:2
14:38:39.331 [commands] INFO  GenCommands - 39.331 7:6:1
14:38:44.344 [commands] INFO  GenCommands - 44.344 7:2:1
14:38:49.359 [commands] INFO  GenCommands - 49.359 6:1:2
14:38:54.364 [commands] INFO  GenCommands - 54.364 8:6:4
14:38:59.367 [commands] INFO  GenCommands - 59.367 1:0:3
14:39:04.369 [commands] INFO  GenCommands - 04.369 5:3:2
14:39:09.384 [commands] INFO  GenCommands - 09.384 6:5:8
14:39:14.388 [commands] INFO  GenCommands - 14.388 0:2:1
14:39:19.394 [commands] INFO  GenCommands - 19.394 8:6:2
14:39:24.404 [commands] INFO  GenCommands - 24.404 0:5:1
14:39:29.405 [commands] INFO  GenCommands - 29.405 5:4:3
14:39:34.418 [commands] INFO  GenCommands - 34.418 6:5:5
14:39:39.427 [commands] INFO  GenCommands - 39.427 5:2:5
14:39:44.438 [commands] INFO  GenCommands - 44.438 8:6:4
14:39:49.441 [commands] INFO  GenCommands - 49.441 3:1:8
14:39:54.451 [commands] INFO  GenCommands - 54.451 0:5:4
14:39:59.453 [commands] INFO  GenCommands - 59.453 7:5:2
14:40:04.458 [commands] INFO  GenCommands - 04.458 2:0:8
14:40:09.461 [commands] INFO  GenCommands - 09.461 2:8:6
14:40:14.468 [commands] INFO  GenCommands - 14.468 7:5:7
14:40:19.478 [commands] INFO  GenCommands - 19.478 5:1:5
14:40:24.488 [commands] INFO  GenCommands - 24.488 4:2:4
14:40:29.492 [commands] INFO  GenCommands - 29.492 7:3:5
14:40:34.506 [commands] INFO  GenCommands - 34.506 4:7:8
14:40:39.512 [commands] INFO  GenCommands - 39.512 6:8:5
14:40:44.519 [commands] INFO  GenCommands - 44.519 4:1:8
14:40:49.529 [commands] INFO  GenCommands - 49.529 3:0:4
14:40:54.537 [commands] INFO  GenCommands - 54.537 4:3:5
14:40:59.546 [commands] INFO  GenCommands - 59.546 1:7:2
14:41:04.559 [commands] INFO  GenCommands - 04.559 8:2:7
14:41:09.561 [commands] INFO  GenCommands - 09.561 7:1:2
14:41:14.576 [commands] INFO  GenCommands - 14.576 8:3:8
14:41:19.577 [commands] INFO  GenCommands - 19.577 5:8:3
14:41:24.587 [commands] INFO  GenCommands - 24.587 3:8:8
14:41:29.590 [commands] INFO  GenCommands - 29.590 4:3:6
14:41:34.595 [commands] INFO  GenCommands - 34.595 7:2:5
14:41:39.610 [commands] INFO  GenCommands - 39.610 7:2:2
14:41:44.621 [commands] INFO  GenCommands - 44.621 2:4:4
14:41:49.626 [commands] INFO  GenCommands - 49.626 5:8:6
14:41:54.629 [commands] INFO  GenCommands - 54.629 1:5:7
14:41:59.642 [commands] INFO  GenCommands - 59.642 2:0:4
14:42:04.651 [commands] INFO  GenCommands - 04.651 8:1:8
14:42:09.656 [commands] INFO  GenCommands - 09.656 7:6:8
14:42:14.670 [commands] INFO  GenCommands - 14.670 0:1:8
14:42:19.672 [commands] INFO  GenCommands - 19.672 1:4:3
14:42:24.673 [commands] INFO  GenCommands - 24.673 0:2:5
14:42:29.688 [commands] INFO  GenCommands - 29.688 6:5:7
14:42:34.703 [commands] INFO  GenCommands - 34.703 4:5:2
14:42:39.708 [commands] INFO  GenCommands - 39.708 4:3:3
14:42:44.723 [commands] INFO  GenCommands - 44.723 0:7:8
14:42:49.723 [commands] INFO  GenCommands - 49.723 4:5:6
14:42:54.726 [commands] INFO  GenCommands - 54.726 1:8:1
14:42:59.735 [commands] INFO  GenCommands - 59.735 1:8:5
14:43:04.736 [commands] INFO  GenCommands - 04.736 0:3:3
14:43:09.741 [commands] INFO  GenCommands - 09.741 1:5:4
14:43:14.747 [commands] INFO  GenCommands - 14.747 7:4:1
14:43:19.748 [commands] INFO  GenCommands - 19.748 8:4:4
14:43:24.749 [commands] INFO  GenCommands - 24.749 4:2:8
14:43:26.134 [main] INFO  UserInput - 23.568 1:2:4
14:43:26.639 [main] INFO  UserInput - 23.570 1:2:5
14:43:27.149 [main] INFO  UserInput - 26.132 1:2:4
14:43:29.764 [commands] INFO  GenCommands - 29.764 1:3:1
14:43:34.779 [commands] INFO  GenCommands - 34.779 2:8:8
14:43:41.779 [commands] INFO  GenCommands - 41.775 5:8:1
14:43:46.328 [main] INFO  UserInput - 46.325 1:2:4
14:43:46.791 [commands] INFO  GenCommands - 46.791 6:2:5
14:43:51.802 [commands] INFO  GenCommands - 51.802 2:8:2
14:43:56.803 [commands] INFO  GenCommands - 56.803 3:2:8
14:44:01.814 [commands] INFO  GenCommands - 01.814 4:3:5
14:44:03.312 [main] INFO  UserInput - 46.325 1:2:4
14:44:03.820 [main] INFO  UserInput - 03.308 2:1:4
14:44:06.829 [commands] INFO  GenCommands - 06.829 5:1:2
14:44:11.841 [commands] INFO  GenCommands - 11.841 1:3:7
14:44:16.848 [commands] INFO  GenCommands - 16.848 3:0:1
14:44:21.854 [commands] INFO  GenCommands - 21.854 8:5:3
14:44:26.866 [commands] INFO  GenCommands - 26.866 2:0:6
14:44:31.872 [commands] INFO  GenCommands - 31.872 2:6:3
14:44:31.987 [main] INFO  UserInput - 46.325 1:2:4
14:44:32.497 [main] INFO  UserInput - 03.308 2:1:4
14:44:33.005 [main] INFO  UserInput - 31.983 0:4:1
14:44:33.509 [main] INFO  UserInput - 31.985 2:3:1
14:44:36.877 [commands] INFO  GenCommands - 36.877 6:2:4
14:44:41.881 [commands] INFO  GenCommands - 41.881 1:8:8
14:44:46.889 [commands] INFO  GenCommands - 46.889 2:1:2
14:44:51.890 [commands] INFO  GenCommands - 51.890 4:0:4
14:44:56.893 [commands] INFO  GenCommands - 56.893 6:0:2
14:45:01.907 [commands] INFO  GenCommands - 01.907 8:0:4
14:45:32.307 [commands] INFO  GenCommands - 32.304 7:1:7
14:45:37.309 [commands] INFO  GenCommands - 37.309 3:0:3
14:45:42.319 [commands] INFO  GenCommands - 42.319 6:1:8
14:45:47.329 [commands] INFO  GenCommands - 47.329 3:1:8
14:45:52.334 [commands] INFO  GenCommands - 52.334 0:3:8
14:45:55.962 [main] INFO  UserInput - 55.959 1:2:3
14:45:57.341 [commands] INFO  GenCommands - 57.341 2:6:7
14:46:02.345 [commands] INFO  GenCommands - 02.345 8:4:6
14:46:07.353 [commands] INFO  GenCommands - 07.353 8:7:7
14:46:12.355 [commands] INFO  GenCommands - 12.355 0:7:1
14:46:17.364 [commands] INFO  GenCommands - 17.364 0:2:4
14:46:22.368 [commands] INFO  GenCommands - 22.368 6:3:2
14:46:27.371 [commands] INFO  GenCommands - 27.371 7:2:8
14:59:02.051 [commands] INFO  GenCommands - 02.048 0:5:4
14:59:08.098 [main] INFO  UserInput - 08.092 1:2:3
14:59:08.603 [main] INFO  UserInput - 08.096 2:3:4
15:30:39.340 [commands] INFO  GenCommands - 39.337 4:8:1
15:30:44.350 [commands] INFO  GenCommands - 44.350 2:5:2
15:30:49.358 [commands] INFO  GenCommands - 49.358 7:4:7
15:30:54.360 [commands] INFO  GenCommands - 54.360 4:6:3
15:30:59.367 [commands] INFO  GenCommands - 59.367 0:1:8
15:31:04.379 [commands] INFO  GenCommands - 04.379 8:3:2
15:31:09.380 [commands] INFO  GenCommands - 09.380 8:0:6
15:31:14.392 [commands] INFO  GenCommands - 14.392 0:4:7
15:31:19.401 [commands] INFO  GenCommands - 19.401 5:2:3
15:31:24.407 [commands] INFO  GenCommands - 24.407 3:5:3
15:31:29.419 [commands] INFO  GenCommands - 29.419 6:5:8
15:31:34.421 [commands] INFO  GenCommands - 34.421 6:2:2
15:31:39.432 [commands] INFO  GenCommands - 39.432 8:2:1
15:31:44.433 [commands] INFO  GenCommands - 44.433 6:4:1
15:35:45.218 [commands] INFO  GenCommands - 45.215 6:2:1
15:35:50.222 [commands] INFO  GenCommands - 50.222 8:6:1
15:35:55.232 [commands] INFO  GenCommands - 55.232 8:6:7
15:36:00.234 [commands] INFO  GenCommands - 00.234 6:3:7
15:36:05.241 [commands] INFO  GenCommands - 05.241 8:3:8
15:36:10.247 [commands] INFO  GenCommands - 10.247 6:7:7
15:36:15.257 [commands] INFO  GenCommands - 15.257 5:6:4
15:36:20.258 [commands] INFO  GenCommands - 20.258 3:4:2
15:36:25.265 [commands] INFO  GenCommands - 25.265 3:2:2
15:36:30.270 [commands] INFO  GenCommands - 30.270 8:2:7
15:36:35.277 [commands] INFO  GenCommands - 35.277 3:4:4
15:36:40.289 [commands] INFO  GenCommands - 40.289 4:7:2
15:36:45.297 [commands] INFO  GenCommands - 45.297 4:6:3
15:36:50.309 [commands] INFO  GenCommands - 50.309 7:8:5
15:36:55.325 [commands] INFO  GenCommands - 55.325 1:0:2
15:37:00.339 [commands] INFO  GenCommands - 00.339 6:8:1
15:37:05.343 [commands] INFO  GenCommands - 05.343 4:1:8
15:37:10.355 [commands] INFO  GenCommands - 10.355 2:3:1
15:37:15.356 [commands] INFO  GenCommands - 15.356 0:8:8
15:37:20.360 [commands] INFO  GenCommands - 20.360 4:2:7
17:35:37.799 [commands] INFO  GenCommands - 37.793 4:1:2
17:35:57.304 [main] INFO  UserInput - 57.301 0:4:4
17:36:16.184 [main] INFO  UserInput - Changed time interval: 5000
17:36:16.184 [commands] INFO  GenCommands - 16.184 3:0:6
17:36:21.188 [commands] INFO  GenCommands - 21.188 0:4:5
17:36:26.204 [commands] INFO  GenCommands - 26.204 0:2:3
17:36:31.220 [commands] INFO  GenCommands - 31.220 0:1:7
17:36:36.233 [commands] INFO  GenCommands - 36.233 0:1:7
11:39:58.419 [commands] INFO  GenCommands - 58.415 2:3:8
11:40:03.433 [commands] INFO  GenCommands - 03.433 3:5:8
11:40:08.446 [commands] INFO  GenCommands - 08.446 5:2:7
11:40:13.461 [commands] INFO  GenCommands - 13.461 1:5:4
11:40:28.596 [main] INFO  UserInput - 28.593 1:2:3
